8.73912, 46.67037,
8.73912, 46.67037,
8.73912, 46.67037,
8.73912, 46.67037,
8.73912, 46.67037,
8.73912, 46.67037,
46.67037, 8.73912,
46.67037, 8.73912,
46.67037, 8.73912,
46.67037, 8.73912,
46.67037, 8.73912,
46.67037, 8.73912,
56.55084, 9.89485,
47.32319, 7.90463,
47.21408, 9.02678,
46.89747, 7.40705,
46.57177, 6.93025,
45.04227, -0.55592,
29.50983, 66.66218,
47.40200, 8.12902,
47.20272, 7.42173,
46.53668, 6.58961,
47.25694, 9.49868,
47.32111, 8.03791,
47.49684, 7.61849,
46.97699, 7.48041,
47.29791, 9.09086,
46.16867, 6.11891,
46.17293, 6.07133,
47.13304, 8.19499,
47.47455, 9.14631,
46.29125, 7.77602,
47.38030, 11.77668,
46.90122, 8.28073,
46.67951, 7.86671,
46.24503, 6.23064,
46.73688, 9.44287,
56.55084, 9.89485,
47.49544, 8.45010,
47.05179, 8.10409,
47.32170, 7.79536,
56.55084, 9.89485,
45.30028, 7.48403,
47.66863, 8.74657,
46.77147, 7.66236,
46.99298, 9.07264,
47.47152, 7.87496,
47.39023, 8.07377,
49.25970, 8.28666,
47.66486, 7.74623,
46.31472, 7.85201,
47.71587, 8.52169,
46.63010, 9.42796,
47.47707, 8.21732,
47.19122, 7.40290,
47.37963, 9.09206,
47.24631, 8.46530,
45.98940, 8.94593,
55.88520, -4.35270,
47.48151, 8.24105,
47.36848, 8.04364,
47.41354, 9.60296,
46.72915, 9.55490,
47.49544, 8.45010,
56.55084, 9.89485,
47.32929, 9.40961,
46.73949, 7.51932,
46.18699, 8.84073,
47.28373, 8.04265,
47.02102, 8.31258,
47.52294, 7.74319,
46.68617, 7.67714,
47.51958, 8.01712,
47.32464, 9.08675,
47.53832, 7.56818,
47.46762, 8.50093,
56.55084, 9.89485,
47.29678, 9.17562,
47.46135, 9.04550,
47.23417, 9.02463,
47.21408, 9.02678,
47.31609, 7.83101,
47.05179, 8.10409,
47.51940, 8.36255,
47.26417, 8.42224,
46.99578, 7.27223,
48.93019, 9.25771,
46.06012, 8.99598,
46.69569, 7.14132,
56.55084, 9.89485,
47.12544, 8.40007,
46.30844, 7.80233,
47.28576, 7.45567,
46.31082, 10.06432,
47.33544, 8.05660,
46.81741, 7.87650,
46.82123, 8.64825,
47.34793, 7.47463,
47.54126, 7.59218,
47.28988, 7.71698,
56.55084, 9.89485,
47.49544, 8.45010,
46.01369, 8.94513,
47.41824, 6.94998,
47.26738, 8.84975,
47.20219, 7.57394,
56.55084, 9.89485,
47.17005, 7.88814,
47.48728, 9.38822,
46.74840, 9.33884,
46.94040, 8.27720,
56.55084, 9.89485,
55.88520, -4.35270,
56.55084, 9.89485,
46.75861, 7.32496,
47.37507, 9.19788,
46.82123, 8.64825,
46.04659, 8.98650,
47.36484, 9.60967,
56.55084, 9.89485,
46.96363, 7.73317,
47.18629, 8.02461,
47.42556, 9.94162,
47.46135, 9.04550,
47.08707, 8.11641,
46.74579, 6.65446,
47.09979, 7.32334,
46.99578, 7.27223,
46.17720, 6.08582,
46.96504, 8.47032,
47.54126, 7.59218,
47.39782, 8.29941,
47.45322, 9.28467,
47.30343, 7.88733,
47.31127, 8.37963,
58.36295, 25.59878,
46.65142, 9.42760,
56.55084, 9.89485,
46.73361, 7.69322,
47.32506, 7.41697,
46.73166, 7.62253,
46.17820, 8.81931,
47.27176, 9.01793,
46.92889, 11.51395,
46.38637, 7.26634,
56.55084, 9.89485,
46.73739, 6.76611,
46.47960, 6.45990,
47.06885, 7.35959,
50.66878, 7.57115,
56.55084, 9.89485,
56.55084, 9.89485,
56.55084, 9.89485,
47.35786, 8.04406,
47.06856, 6.70861,
47.42021, 9.13688,
47.55675, 8.89552,
47.61762, 9.19423,
46.98610, 7.38140,
47.49544, 8.45010,
56.55084, 9.89485,
56.55084, 9.89485,
47.59878, 8.64586,
47.45101, 7.73797,
46.99563, 7.41747,
47.05179, 8.10409,
46.95600, 7.49094,
47.75106, 8.70428,
47.51061, 9.22338,
47.61223, 8.53954,
46.88028, 7.47037,
47.28988, 7.71698,
47.46135, 9.04550,
47.32800, 9.34824,
47.53758, 9.26753,
51.31941, 13.35917,
46.17293, 6.07133,
46.84256, 8.16917,
47.42649, 9.43953,
46.23080, 6.07700,
47.41171, 9.37798,
47.29334, 9.61975,
47.31609, 7.83101,
47.54126, 7.59218,
46.84790, 11.95096,
47.26092, 9.13182,
47.26721, 8.68127,
47.42556, 9.94162,
56.55084, 9.89485,
47.26092, 9.13182,
47.14757, 7.67389,
54.28143, 10.94527,
undefined, undefined,
undefined, undefined,
undefined, undefined,
47.49128, 9.13051,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
47.32800, 9.34824,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
undefined, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
NaN, undefined,
