"Location","Production","Startup",
"Moudon","29.9","2013",
"Niederglatt","29.9","2011",
"Oberegg","29.9","2011",
"Cumpadials","29.9","2011",
"Genève","29.9","2010",
"Fahrni","29.9","2009",
"Melchnau","29.9","2009",
"Rünenberg","29.9","2010",
"Muhen","29.9","2010",
"Schöftland","29.9","2011",
"Eriswil","29.9","2010",
"Schiers","29.9","2010",
"Helsighausen","29.9","2012",
"Alterswilen","29.9","2011",
"Besenbüren","29.9","2015",
"Baldingen","29.9","2016",
"Thierachern","29.9","2012",
"Thierachern","29.9","2013",
"Teufen","29.9","2011",
"Ascharina","29.9","2015",
"Praden","29.9","2015",
"Meggen","29.9","2015",
"Löhningen","29.9","2014",
"Tuggen","29.9","2017",
"Rotkreuz","29.9","2015",
"Visp","2010.16",
"Wiler","2002.12",
"Riniken","2009.11",
"Zweisimmen","2012.11",
"Valchava","2012.13",
"Kirchberg","2009.16",
"Bavois","2011.12",
"Weinfelden","2011.11",
"Bernhardzell","2006.11",
"Oberwil b. Bueren","2012.10",
"Vordemwald","2006.12",
"Saanen","2008.12",
"Glovelier","2012.08",
"Bischofszell","2007.12",
"Dallenwil","2007.12",
"Lömmenschwil","2006.11",
"Echandens","2004.10",
"La Chaux-de-Fonds","2012.09",
"Ramsen","2011.13",
"Subingen","2012.10",
"Wisen","2011.13",
"Baar","2007.12",
"Neuendorf","2007.11",
"Bärau","2002.12",
"Le Lignon","2005.11",
"Aetigkofen","2011.11",
"Hellsau","2004.12",
"Oberriet","2009.15",
"Trasadingen","2012.11",
"Kriessern","2009.15",
"Rorschacherberg","2011.11",
"Heldswil","30.1","2009",
"Benken","30.1","2012",
"Genève","30.1","2011",
"Frauenfeld","30.1","2012",
"Avry-devant-Pont","30.1","2011",
"Märstetten","30.2","2016",
"Neuenkirch","30.2","2015",
"Stehrenberg","30.2","2011",
"Luzern","30.2","2007",
"Schwarzenbach","30.2","2013",
"Zürich","30.2","2011",
"Pusserein","30.2","2011",
"Seeberg","30.2","2014",
"Anwil","30.2","2015",
"Pieterlen","30.2","2010",
"Madiswil","30.2","2011",
"Thörigen","30.3","2014",
"Schüpfen","30.3","2011",
"Küssnacht am Rigi","30.3","2012",
"Herisau","30.3","2013",
"Dettighofen (Lengwil)","30.4","2011",
"Frutigen","30.4","2011",
"Hellbühl","30.4","2016",
"Ellighausen","30.4","2008",
"Wiliberg","30.4","2012",
"Corgémont","30.4","2012",
"Rüti","30.4","2010",
"Krummenau","30.4","2013",
"Unterseen","30.4","2011",
"Amden","30.5","2015",
"Appenzell","30.5","2008",
"Surcuolm","30.5","2013",
"Mosnang","30.5","2015",
"Wölflinswil","30.6","2012",
"Graben","30.6","2011",
"Chavannes-Sous-Orsonnens","30.6","2011",
"Säriswil","30.6","2010",
"Kirchlindach","30.6","2012",
"Langnau","30.6","2011",
"Ufhusen","30.6","2015",
"Gasel","30.6","2013",
"Schaffhausen","30.7","2013",
"Dottikon","30.7","2011",
"Ettingen","30.7","2011",
"Erstfeld","30.8","2016",
"Gähwil","30.8","2008",
"Waldkirch","30.8","2009",
"Jona","30.8","2009",
"Sempach","30.8","2009",
"Zofingen","30.8","2006",
"Burgdorf","30.8","2010",
"Thierachern","30.9","2013",
"Schaffhausen","30.9","2012",
"Thayngen","30.9","2012",
"Oberwil b. Büren","30.9","2011",
"Grossaffoltern","30.9","2014",
"Hellsau","30.9","2013",
"Remigen","2012.11",
"Dietlikon","2011.11",
"Commugny","2012.12",
"Bösingen","2006.12",
"Küsnacht","2010.10",
"Altstätten","2005.10",
"Selzach","2012.11",
"Hellbühl","2011.11",
"Lengnau","2009.11",
"Hirschthal","2012.11",
"Winterthur","31.1","2008",
"Wattwil","31.1","2010",
"Château dOex","31.2","2013",
"Mittelhäusern","31.2","2013",
"LOrient","31.2","2011",
"Bigenthal","31.2","2013",
"Heiligkreuz","31.2","2015",
"Heiligkreuz","31.2","2015",
"Holderbank","31.2","2015",
"Rorbas","31.3","2011",
"Rorbas","31.3","2011",
"Frauenfeld","31.3","2011",
"Rafz","31.3","2012",
"Urtenen-Schönbühl","31.3","2013",
"Buttisholz","31.3","2012",
"Halten","31.4","2012",
"Bretzwil","31.4","2013",
"Inwil","31.5","2009",
"Buttikon","31.5","2009",
"Nesslau","31.5","2010",
"Kiesen","31.5","2010",
"Pfyn","31.5","2008",
"Ayent","31.5","2012",
"Oberentfelden","31.5","2011",
"Uttwil","31.5","2013",
"Ruswil","31.5","2013",
"Rheinfelden","31.5","2011",
"Romanel-Sur-Lausanne","31.5","2011",
"Attelwil","31.5","2011",
"Pfeffingen","31.5","2011",
"Siblingen","31.5","2016",
"Romoos","31.5","2017",
"Höchstetten","31.6","2012",
"Wallenbuch","31.6","2016",
"Berg","31.6","2009",
"Stein am Rhein","31.6","2012",
"Langenbruck","31.6","2013",
"Rottenschwil","31.6","2015",
"Krummenau","31.7","2009",
"Horw","31.7","2011",
"Basel","31.7","2010",
"Hägendorf","31.7","2011",
"Hüttwilen","31.8","2008",
"Burgdorf","31.8","2013",
"Burgdorf","31.8","2013",
"Mettmenstetten","31.8","2015",
"Häggenschwil","31.9","2012",
"Züberwangen","31.9","2009",
"Zollbrück","31.9","2012",
"Heiden","31.9","2012",
"Schüpfheim","2012.11",
"Küsnacht","2012.10",
"Noflen","2002.12",
"Ormalingen","2009.12",
"Dreifachturnhalle Maihof","2011.06",
"Trub","2012.10",
"Aarberg","2010.10",
"Selzach","2012.11",
"Kriegstetten","2008.11",
"Büren zum Hof","2007.12",
"Niederurnen","2010.11",
"Meierskappel","2009.17",
"Salez","32.1","2010",
"Tschugg","32.1","2011",
"Deitingen","32.1","2011",
"Ulisbach","32.1","2013",
"Affoltern","32.1","2015",
"Härkingen","32.1","2011",
"Corcelles","32.1","2012",
"Sumiswald","32.1","2012",
"Riehen","32.2","2011",
"Scherz","32.2","2012",
"Eschenz","32.2","2010",
"Eschenz","32.2","2010",
"Entlebuch","32.2","2011",
"Lanzenhäusern","32.2","2009",
"Grasswil","32.2","2012",
"Hondrich","32.2","2011",
"Gipf-Oberfrick","32.3","2008",
"Bowil","32.3","2012",
"Ebersecken","32.3","2013",
"Fieschertal","32.4","2009",
"Schlatt","32.4","2007",
"Meinisberg","32.4","2011",
"Vernier","32.4","2010",
"Frick","32.4","2011",
"Recherswil","32.4","2011",
"Aeschi","32.4","2011",
"Osterfingen","32.4","2017",
"Grosswangen","32.5","2011",
"Gunzwil","32.5","2008",
"Brig","32.5","2011",
"Römerswil","32.5","2015",
"Ohmstal","32.5","2013",
"Hergiswil","32.6","2011",
"Hergiswil","32.6","2011",
"Essertines-sur-Yverdon","32.6","2007",
"Zeiningen","32.6","2012",
"Langnau","32.6","2011",
"Ruswil","32.6","2009",
"Orpund","32.6","2011",
"Berneck","32.6","2009",
"Seewil","32.6","2012",
"Rengg","32.6","2012",
"Rehetobel","32.7","2012",
"Itingen","32.7","2013",
"Grossaffoltern","32.7","2012",
"Ruswil","32.7","2013",
"Heimenhausen","32.7","2011",
"Kriens","32.8","2012",
"Rheinfelden","32.8","2010",
"Densbüren","32.8","2016",
"Ennetbühl","32.8","2014",
"Schenkon","32.8","2015",
"Quartino","32.8","2012",
"Allenwinden","32.8","2016",
"Wilihof","32.8","2011",
"Gams","32.9","2009",
"Dietikon","32.9","2009",
"Stein","32.9","2012",
"Wil","32.9","2014",
"Schwellbrunn","2001.09",
"Niederbuchsiten","2009.12",
"Wauwil","2007.11",
"Stans","2012.13",
"Ennetmoos","2004.14",
"Urswil","2009.12",
"Schüpfheim","2009.12",
"Haslen","2009.12",
"Nottwil","2011.08",
"Hagenwil b. Amriswil","2003.16",
"Merzligen","33.1","2013",
"Au","33.1","2011",
"Kloten","33.1","2012",
"Frauenfeld","33.1","2009",
"Ortschwaben","33.1","2013",
"Lumbrein","33.1","2011",
"Ruswil","33.1","2011",
"Hägglingen","33.1","2012",
"Marbach","33.1","2011",
"Menznau","33.1","2011",
"Wolhusen","33.2","2011",
"Boudry","33.2","2013",
"Uettligen","33.2","2012",
"Suberg","33.2","2011",
"Schongau","33.3","2012",
"Poliez-Pittet","33.3","2014",
"Hinwil","33.3","2013",
"LIsle","33.3","2009",
"Basel","33.3","2013",
"Weissenburg","33.3","2012",
"Wyssachen","33.3","2013",
"Pratteln","33.3","2013",
"Villy","33.3","2011",
"Eggersriet","33.3","2017",
"Schötz","33.3","2012",
"Selzach","33.4","2012",
"Gadmen","33.4","2011",
"Rothrist","33.5","2008",
"Rickenbach","33.5","2012",
"Gasel","33.5","2013",
"Bursins","33.6","2007",
"Ebersecken","33.6","2010",
"Sins","33.6","2009",
"Etziken","33.6","2011",
"Cresta (Avers)","33.6","2016",
"Dornach","33.6","2011",
"Rapperswil","33.6","2011",
"Abtwil SG","33.6","2012",
"Schlierbach","33.6","2015",
"Affoltern im Emmental","33.7","2015",
"Russikon","33.7","2014",
"Sempach-Station","33.7","2012",
"Uffikon","33.7","2014",
"Basel","33.8","2011",
"Egliswil","33.8","2011",
"Kaisten","33.8","2009",
"Opfikon","33.8","2012",
"Aubonne","33.8","2008",
"Neuendorf","33.8","2008",
"Cugy","33.8","2011",
"Mettlen","33.8","2014",
"Mühleberg","33.8","2014",
"Gurzelen","33.8","2012",
"Lupfig","33.8","2011",
"Lanzenhäusern","33.9","2009",
"Uettligen","33.9","2012",
"Ziegelbrücke","33.9","2013",
"Füllinsdorf","33.9","2017",
"Schüpfheim","33.9","2017",
"Buchs","2008.08",
"Basel","2011.13",
"Präz / Plaun","2012.13",
"Abtwil","2011.10",
"Küblis","2008.14",
"Laufenburg","2012.12",
"Kriens","2003.15",
"Zug","2003.16",
"Aesch","2003.16",
"Surrein","34.1","2016",
"Walenstadt","34.1","2011",
"Zürich","34.2","2011",
"Unterägeri","34.2","2016",
"Eich","34.2","2011",
"Zug","34.2","2011",
"Lajoux","34.2","2011",
"Eriswil","34.2","2014",
"Rougemont","34.2","2014",
"Gossau","34.3","2009",
"Arlesheim","34.3","2012",
"Pignia","34.3","2011",
"Trübbach","34.3","2008",
"Ebikon","34.3","2014",
"Bergdietikon","34.3","2012",
"Sent","34.3","2011",
"Ebersecken","34.3","2016",
"Ebnet","34.4","2012",
"Hendschiken","34.4","2011",
"Ebnet","34.4","2011",
"Waltenschwil","34.4","2013",
"Egolzwil","34.5","2016",
"Bern","34.5","2014",
"Basel","34.5","2011",
"Zeiningen","34.5","2011",
"Hüswil","34.6","2012",
"Degersheim","34.6","2012",
"Hämikon","34.6","2015",
"Liestal","34.6","2007",
"Kallern","34.6","2012",
"Rickenbach","34.6","2012",
"Zürich","34.6","2011",
"Zürich","34.6","2011",
"Frutigen","34.6","2011",
"Thun","34.6","2012",
"Azmoos","34.6","2010",
"Oberbalm","34.6","2010",
"Mettmenstetten","34.7","2011",
"Luzern","34.7","2011",
"Full-Reuenthal","34.7","2013",
"St.Gallen","34.7","2009",
"Taegerwilen","34.7","2013",
"Eriswil","34.7","2013",
"Schwendibach","34.8","2012",
"Sempach","34.8","2012",
"Jegenstorf","34.8","2011",
"Seigneux","34.9","2012",
"Finsterwald","34.9","2012",
"Ufhusen","2003.15",
"Zug","2003.17",
"Guntmadingen","2002.17",
"Basel","2010.13",
"Basel","2010.13",
"Arlesheim","2007.11",
"Carouge","2003.10",
"Hohenrain","2006.13",
"Finsterwald","35.1","2012",
"Genève","35.1","2013",
"Villmergen","35.1","2009",
"Grosswangen","35.1","2015",
"Oberiberg","35.1","2015",
"Kaltacker","35.1","2015",
"Birsfelden","35.2","2015",
"Birsfelden","35.2","2015",
"Aigle","35.2","2012",
"Penthalaz","35.2","2012",
"Wisen","35.2","2010",
"Lausanne","35.3","2010",
"Eschenbach","35.3","2015",
"Vuisternens-en-Ogoz","35.3","2011",
"Waldkirch","35.3","2012",
"Littau","35.3","2013",
"Nidau","35.3","2009",
"Romanshorn","35.3","2012",
"Meyrin","35.3","2014",
"Altwis","35.4","2015",
"Geiss","35.4","2012",
"Wilchingen","35.4","2012",
"Emmen","35.5","2006",
"Ebikon","35.6","2015",
"Zürich","35.6","2013",
"Schaffhausen","35.6","2017",
"Muhen","35.7","2010",
"Ittigen","35.7","2014",
"Wolfwil","35.7","2012",
"Zweisimmen","35.7","2015",
"Gelfingen","35.8","2017",
"Ormalingen","35.8","2011",
"Lausanne","35.9","2011",
"Lenzburg","35.9","2013",
"Rüti","35.9","2010",
"Unterstammheim","2012.10",
"Trübbach","2004.08",
"Steinach","2006.13",
"Neudorf","2011.13",
"Etziken","2005.11",
"Choulex","2009.11",
"San Carlo","2009.12",
"Wittnau","2011.11",
"Wetzikon","2003.17",
"Develier","2009.17",
"Grabs","36.1","2009",
"Schüpfheim","36.1","2011",
"Dürrenroth","36.2","2011",
"Arosa","36.2","2011",
"Wünnewil","36.2","2010",
"Grosswangen","36.2","2013",
"Rickenbach","36.2","2012",
"Pratteln","36.3","2017",
"Buchs","36.4","2007",
"Les Ponts de Martel","36.4","2013",
"Saanenmöser","36.4","2014",
"Champvent","36.4","2014",
"Lenzburg","36.4","2012",
"Heimisbach","36.5","2011",
"Gersau","36.5","2011",
"Illnau","36.5","2010",
"Davos Clavadel","36.5","2012",
"Egg","36.6","2011",
"Wölflinswil","36.7","2015",
"Wolfisberg","36.7","2011",
"Bellinzona","36.7","2012",
"Meilen","36.7","2017",
"Tenna","36.8","2011",
"Bargen","36.8","2013",
"Chavannes sur Moudon","36.8","2012",
"Schmiedrued","36.9","2012",
"Ried-Mörel","36.9","2011",
"Rolle","2002.11",
"Horgen","2001.10",
"Attelwil","2011.12",
"Schwarzenberg","2009.11",
"Poliez-Le-Grand","37.1","2009",
"Günsberg","37.1","2016",
"Widen","37.2","2010",
"Stels","37.2","2008",
"Tenna","37.3","2015",
"Uzwil","37.4","2011",
"Ettingen","37.4","2011",
"Lenggenwil","37.7","2008",
"Ennenda","37.7","2012",
"Attiswil","37.8","2011",
"Interlaken","37.8","2010",
"Romanshorn","37.8","2012",
"Basel","37.8","2010",
"Homburg","37.8","2012",
"Langnau","37.9","2012",
"Monthey","2009.12",
"Ruswil","2010.14",
"Jegenstorf","2012.11",
"Chézard-Saint-Martin","38.1","2012",
"Ebikon","38.3","2015",
"Oberkirch","38.3","2015",
"Seehof","38.4","2012",
"Tenna","38.4","2010",
"Alvaneu Dorf","38.4","2011",
"Schafisheim","38.5","2009",
"Eich","38.5","2013",
"Jegenstorf","38.5","2015",
"Rohrbachgraben","38.6","2012",
"Staffelbach","38.6","2010",
"Sulz","38.6","2011",
"Flaach","38.7","2011",
"Zürich","38.7","2012",
"Givisiez","38.8","2011",
"Seeberg","38.9","2014",
"Euthal","38.9","2011",
"Mollis","38.9","2011",
"Pany","2005.15",
"Muri","39.1","2012",
"Kräiligen","39.1","2011",
"Sempach","39.2","2010",
"Oberwil bei Zug","39.3","2016",
"Hasliberg Wasserwendi","39.4","2012",
"Wünnewil","39.5","2011",
"Mauensee","39.5","2010",
"Neftenbach","39.5","2013",
"Mollis","39.5","2011",
"Schenkon","39.5","2015",
"Rossrüti","39.6","2009",
"St. Peterzell","39.6","2011",
"Lausanne","39.6","2006",
"Basel","39.6","2009",
"Leutwil","39.7","2015",
"Böbikon","39.7","2011",
"Baar","39.7","2011",
"Lienz","39.9","2015",
"Obergesteln","2012.11",
"Ganterschwil","2007.13",
"La Chaux-de-Fonds","2010.14",
"Sennwald","2011.15",
"Haslen","2009.12",
"Mühleberg","2012.11",
"Finsterwald bei Entlebuch","40.1","2011",
"Steinebrunn","40.2","2011",
"Basel","40.2","2009",
"Müllheim","40.3","2010",
"Herznach","40.3","2011",
"Herbligen","40.3","2017",
"Schwarzenburg","40.3","2014",
"Reute","40.3","2012",
"Scheuren - Forch","40.3","2015",
"Liestal","40.3","2011",
"Untersteckholz","40.4","2011",
"Engelburg","40.4","2015",
"Schafisheim","40.5","2007",
"Pfäffikon","40.5","2011",
"Weinfelden","40.5","2013",
"Rütihof","40.5","2014",
"Préverenges","40.5","2011",
"Furna","40.5","2014",
"Hofstetten","40.6","2011",
"Krummenau","40.6","2013",
"Rubigen","40.7","2015",
"Guntmadingen","40.8","2011",
"Rotkreuz","2006.08",
"Gohl","2009.11",
"Riehen","2011.11",
"Säriswil","2007.08",
"Entlebuch","2012.11",
"Villars-sur-Glâne","41.1","2015",
"Pierrafortscha","41.1","2015",
"Klosters","41.1","2010",
"Kreuzlingen","41.1","2010",
"Kerzers","41.3","2011",
"Locarno","41.3","2013",
"Griesenberg","41.3","2013",
"Wattwil","41.3","2015",
"Rudolfstetten","41.4","2010",
"Scuol","41.4","2010",
"Zürich","41.4","2012",
"Zürich","41.4","2012",
"Diemtigen","41.4","2011",
"Wetzikon","41.4","2011",
"Limpach","41.5","2016",
"Alpnach Dorf","41.5","2013",
"Mettmenstetten","41.6","2011",
"Hohenrain","41.6","2015",
"Aesch bei Neftenbach","41.6","2013",
"Schwyz","41.8","2011",
"Lausanne","41.8","2010",
"Büren zum Hof","41.8","2012",
"Lenggenwil","41.8","2015",
"Murzelen","41.8","2008",
"Satigny","41.9","2009",
"Worb","41.9","2011",
"Fehren","41.9","2012",
"Amriswil","2012.12",
"Froideville","2011.12",
"Ebikon","2011.14",
"Sünikon","42.1","2012",
"Hohenrain","42.2","2011",
"Biberist","42.2","2012",
"Trimmis","42.3","2012",
"Chur","42.3","2010",
"Montricher","42.4","2014",
"Bellach","42.5","2012",
"Dussnang","42.5","2012",
"Zug","42.5","2013",
"Riedholz","42.6","2011",
"Oberthal","42.6","2011",
"Belp","42.6","2013",
"Pfaffnau","42.6","2012",
"Grabs","42.7","2008",
"Ottoberg","42.8","2009",
"Ottoberg","42.8","2009",
"Lohn","42.9","2011",
"Hedingen","42.9","2011",
"Mathon","42.9","2012",
"Arbon","42.9","2010",
"Kerns","42.9","2014",
"Gstaad","2012.13",
"Kirchlindach","2008.13",
"Ibach","2012.12",
"Domdidier","43.1","2012",
"Herznach","43.1","2010",
"Oberburg","43.1","2011",
"Fankhaus","43.1","2014",
"Oberbipp","43.1","2011",
"Sumiswald","43.1","2016",
"Kreuzlingen","43.2","2007",
"Grünenmatt","43.2","2013",
"Kienberg","43.2","2012",
"Hausen am Albis","43.3","2015",
"Li Curt","43.3","2013",
"Huttwil","43.3","2011",
"Worb","43.4","2012",
"Walperswil","43.4","2010",
"Gossau","43.4","2009",
"Frieswil","43.5","2011",
"Otelfingen","43.6","2011",
"Ilanz","43.6","2013",
"Bettenhausen","43.7","2010",
"Trub","43.7","2012",
"Hemmental","43.7","2015",
"Büron","43.7","2016",
"Les Bioux","43.7","2009",
"Stadel","43.7","2011",
"Tobel","43.7","2012",
"Wilen-Gottshaus","43.7","2015",
"Tuggen","43.7","2011",
"Mex","43.8","2012",
"Esslingen","43.9","2010",
"Basel","43.9","2010",
"Buttisholz","43.9","2016",
"Berneck","2009.17",
"Monthey","2012.12",
"Entlebuch","2006.12",
"Merlischachen","2009.11",
"Affeltrangen","44.1","2009",
"Renens","44.1","2010",
"Altstätten","44.2","2011",
"Büren zum Hof","44.2","2011",
"Schüpfheim","44.3","2011",
"Wattwil","44.3","2012",
"Rosshäusern","44.3","2011",
"Steffisburg","44.4","2015",
"Horn","44.4","2008",
"Muttenz","44.4","2011",
"Stuls/Stugl","44.4","2011",
"Oberhelfenschwil","44.5","2015",
"Hornussen","44.5","2015",
"Oeschgen","44.5","2013",
"Wildberg","44.5","2011",
"Sent","44.7","2011",
"Salez","44.7","2011",
"Zwillikon","44.8","2013",
"Oeschseite","44.8","2008",
"Häusernmoos","44.8","2011",
"Zell LU","44.8","2015",
"Wilen","44.9","2011",
"Steckborn","44.9","2008",
"Schocherswil","2012.11",
"Kägiswil","2005.12",
"Longirod","2012.09",
"Aarberg","2004.12",
"Oberbalm","45.1","2009",
"Courtaman","45.1","2008",
"Bondo","45.1","2014",
"Oetwil am See","45.1","2013",
"Würenlingen","45.1","2012",
"Lützelflüh-Goldbach","45.1","2011",
"Quartino","45.2","2012",
"Fulenbach","45.2","2010",
"Chailly-Montreux","45.3","2009",
"Ganterschwil","45.4","2014",
"Eschenbach","45.4","2017",
"Wäldi","45.4","2011",
"Montezillon","45.5","2009",
"Stierva","45.5","2015",
"Rudolfingen","45.6","2013",
"La Lecherette","45.6","2009",
"Bassecourt","45.6","2011",
"Castelrotto","45.6","2011",
"Segnas","45.8","2015",
"Nufenen","45.8","2015",
"Baechli","45.8","2013",
"Büttenhardt","45.8","2008",
"Fanas","45.8","2011",
"Auswil","45.9","2011",
"Niederuzwil","45.9","2015",
"Oberriet","2012.13",
"Lützelflüh","46.1","2010",
"Uster","46.1","2014",
"Oberbalm","46.2","2009",
"Schiers","46.2","2011",
"Vattiz","46.2","2014",
"Mauren","46.4","2013",
"Bubikon","46.5","2012",
"Selzach","46.5","2012",
"Däniken","46.5","2011",
"Bösingen","46.6","2011",
"Torny-le-Grand","46.6","2012",
"Crissier","46.6","2011",
"Wallenwil","46.6","2012",
"Dagmersellen","46.6","2012",
"Urdorf","46.6","2009",
"Baden","46.6","2010",
"Neftenbach","46.7","2015",
"Frauenfeld","46.7","2010",
"Blonay","46.8","2011",
"Uettligen","46.8","2009",
"Trüllikon","46.8","2012",
"Spreitenbach","46.8","2015",
"Brugg","46.8","2011",
"Regensdorf-Watt","46.8","2015",
"Knonau","46.8","2016",
"Basel","46.8","2011",
"Basel","46.8","2011",
"Baar","46.8","2012",
"Wilen bei Wil","46.9","2012",
"Semsales","46.9","2014",
"Bennau","2001.09",
"Alosen","2009.15",
"Sumiswald","47.1","2011",
"St. Gallen","47.2","2010",
"Eschenbach","47.2","2013",
"Rüthi","47.2","2015",
"Wil bei Turgi","47.3","2010",
"Luven","47.3","2009",
"Gais","47.3","2012",
"Affoltern am Albis","47.3","2011",
"Tamins","47.3","2011",
"Detligen","47.4","2013",
"Basel","47.4","2011",
"Basel","47.4","2011",
"Satigny","47.5","2015",
"Giswil","47.5","2013",
"Wuppenau","47.8","2011",
"Sempach","47.8","2014",
"Oerlingen","47.8","2014",
"Oberstetten","47.8","2012",
"Lützelflüh","47.9","2009",
"Bätterkinden","47.9","2013",
"Porrentruy","2007.08",
"Seewen","2001.09",
"Les Bois","2009.10",
"Arth","2012.11",
"Sion","2004.11",
"Bolken","2009.11",
"Bellach","2003.12",
"Collonge Bellerive","2005.12",
"Thalwil","48.1","2013",
"Rotkreuz","48.2","2011",
"Münchenstein","48.3","2010",
"Bellinzona","48.4","2009",
"Grüsch","48.6","2010",
"Schwyz","48.6","2011",
"Widnau","48.6","2013",
"Wildhaus","48.6","2011",
"Murzelen","48.6","2011",
"Onex","48.7","2010",
"Tenniken","48.7","2011",
"Eggiwil","48.7","2009",
"Rickenbach SZ","48.8","2012",
"Lumbrein","48.8","2011",
"Bern","48.8","2010",
"Lausanne","48.8","2013",
"Märstetten","2001.16",
"Oulens-Sur-Lucens","2012.12",
"Niederuzwil","2008.12",
"Wagen","2011.08",
"St. Gallenkappel","2012.14",
"Basel","2011.13",
"Rain","2010.11",
"Steinach","49.1","2012",
"Oetwil am See","49.1","2011",
"Marthalen","49.1","2009",
"Basel","49.1","2009",
"Uettligen","49.1","2011",
"Zernez","49.1","2015",
"Brissago","49.1","2012",
"Biel-Benken","49.2","2012",
"Lengwil","49.3","2015",
"Altishofen","49.4","2011",
"Schwyz","49.5","2012",
"Les Hauts-Geneveys","49.5","2011",
"Kleinlützel","49.5","2011",
"Andwil","49.6","2012",
"Tscherlach","49.6","2011",
"Zäziwil","49.8","2013",
"Porrentruy","49.8","2015",
"Büsserach","49.9","2011",
"Schinznach-Dorf","49.9","2010",
"Uttigen","49.9","2013",
"Mathod","2012.11",
"Adelboden","2009.12",
"Rickenbach","50.2","2009",
"Saules","50.2","2011",
"Cartigny","50.2","2009",
"Berg am Irchel","50.2","2011",
"Moosseedorf","50.2","2008",
"Zuchwil","50.3","2011",
"Morges","50.4","2009",
"Rhäzüns","50.4","2009",
"Port","50.4","2009",
"Yverdon-les-Bains","50.4","2011",
"Lenzerheide","50.4","2013",
"Bassins","50.4","2013",
"Cham","50.4","2012",
"Wabern","50.5","2015",
"Schwanden","50.5","2015",
"Herisau","50.5","2011",
"Schinznach-Dorf","50.5","2010",
"Lungern","50.6","2009",
"Liebefeld","50.6","2012",
"Schneisingen","50.6","2016",
"Yverdon-les-bains","50.6","2011",
"Uesslingen","50.7","2008",
"Oberegg","50.7","2008",
"Grimisuat","50.7","2008",
"Riazzino","50.7","2012",
"Bärschwil","50.7","2012",
"Thundorf","50.8","2011",
"Dieterswil","50.9","2016",
"Wil","50.9","2011",
"Lyss","50.9","2010",
"Baar","2005.12",
"Güttingen","2003.09",
"Emmenbrücke","2012.10",
"Luzern","2011.12",
"Arth","2008.12",
"Selzach","2012.10",
"Tägerwilen","2001.15",
"Hofstatt","2005.12",
"Hüttwilen","2010.13",
"Erlenbach","51.1","2009",
"Rafz","51.1","2011",
"Suchy","51.2","2012",
"Bedigliora","51.2","2013",
"Endingen","51.2","2010",
"Buch am Irchel","51.2","2013",
"Thônex","51.3","2010",
"Baar","51.3","2015",
"Wünnewil","51.3","2015",
"Ebnat-Kappel","51.3","2015",
"Thayngen","51.4","2007",
"Surcuolm","51.4","2015",
"Zug","51.4","2016",
"Granges","51.5","2012",
"Wildhaus","51.5","2015",
"St. Gallen","51.5","2011",
"Gähwil","51.5","2015",
"Zuckenriet","51.6","2009",
"Gossau","51.6","2011",
"Grenchen","51.7","2011",
"Schangnau I.E.","51.8","2012",
"Sempach","51.8","2009",
"Zürich","51.8","2013",
"Camorino","51.8","2009",
"Madiswil","51.9","2011",
"Dätwil","2006.11",
"Wohlenschwil","2003.09",
"Renens","2012.13",
"Neuenegg","2007.11",
"Langenthal","2009.14",
"Le Mont-sur-Lausanne","2009.13",
"Bözen","2003.15",
"Maienfeld","2003.15",
"Horw","52.2","2008",
"Basel","52.2","2010",
"Thalheim","52.2","2016",
"Gams","52.3","2009",
"Ebnat-Kappel","52.5","2015",
"Haslen","52.5","2012",
"Beringen","52.6","2011",
"Wäldi","52.7","2012",
"La Ferrière","52.8","2008",
"Hünenberg See","52.8","2011",
"Deitingen","52.8","2011",
"Saint-Pierre-de-Clage / Chamoson","52.8","2016",
"Herznach","52.8","2013",
"Wängi","52.9","2009",
"Genève","2007.07",
"Castel S. Pietro","2009.10",
"Bern","2011.11",
"Kleinwangen","2012.14",
"Abtwil","2003.15",
"Savigny","53.1","2009",
"Geuensee","53.2","2012",
"Lupsingen","53.2","2012",
"Frutigen","53.3","2011",
"Willisau","53.4","2012",
"Selzach","53.5","2010",
"Cresta (Avers)","53.5","2014",
"Mont-Crosin","53.6","2011",
"Muolen","53.6","2009",
"Hildisrieden","53.6","2012",
"Luzern","53.6","2011",
"Sennwald","53.6","2012",
"Valendas","53.6","2013",
"Oberthal","53.6","2011",
"Emmen","53.8","2015",
"Gonten","53.8","2011",
"Samstagern","53.8","2011",
"Hörhausen","53.8","2011",
"Pigniu","53.9","2014",
"Männedorf","2001.15",
"Meilen","2011.13",
"Rebévelier","2009.11",
"Abtwil","2003.12",
"Diessbach","2009.12",
"Sumiswald","54.1","2011",
"Schwyz","54.2","2009",
"Neuendorf","54.3","2011",
"Ried bei Kerzers","54.3","2011",
"Tavanasa","54.5","2015",
"Erlen","54.5","2011",
"Knonau","54.5","2007",
"Lausanne","54.6","2015",
"Trimmis","54.6","2014",
"Zizers","54.6","2014",
"Zug","54.6","2015",
"Ins","54.7","2012",
"Freidorf","54.8","2014",
"Güttingen","54.8","2009",
"Lenzburg","54.8","2009",
"Basel","54.8","2009",
"Nussbaumen","54.9","2011",
"Neuenkirch","54.9","2011",
"Wohlen bei Bern","2005.09",
"Uerikon","2009.12",
"Basel","2012.09",
"Basel","2008.10",
"Wegenstetten","2009.14",
