"Location","Production","Startup",
"Landquart","285.1","2015",
"Amlikon-Bissegg","285.8","2013",
"Gossau","287.3","2011",
"Märstetten","287.9","2016",
"Chavornay","22011.11",
"Mauren","22003.15",
"Unterbözberg","290.3","2011",
"Wangen","290.4","2015",
"Erlinsbach","290.6","2015",
"Puidoux","291.5","2012",
"Wilen-Gottshaus","22012.13",
"Oberriet","292.7","2009",
"Weesen","22001.15",
"Effretikon","293.4","2015",
"Ernetschwil","294.5","2011",
"Balsthal","22009.16",
"Gunzwil","295.5","2016",
"Veltheim","296.2","2016",
"Schaffhausen","297.4","2012",
"Hohenrain","297.4","2014",
"Kaltbrunn","297.8","2012",
"Cournillens","298.4","2012",
"Aetigkofen","298.8","2010",
"Rüdtligen","299.2","2015",
"Lyssach","32007.11",
"Thun","32006.16",
"Busslingen","300.2","2013",
"Oberburg b. Burgdorf","300.3","2014",
"Lienz","301.2","2011",
"Hausen am Albis","301.7","2014",
"Fischbach-Göslikon","301.9","2015",
"Gossau","302.2","2011",
"Albligen","302.6","2015",
"Wünnewil","302.7","2013",
"Liestal","32009.13",
"Oberbüren","304.5","2016",
"Sissach","305.6","2012",
"Kottwil","305.9","2013",
"Cham","307.2","2017",
"Niederbipp","309.5","2012",
"Seewen","32002.12",
"Grosswangen","311.1","2012",
"Leibstadt","311.6","2012",
"Tolochenaz","311.8","2011",
"Bösingen","312.1","2013",
"Visp","313.3","2016",
"Unterlunkhofen","315.1","2014",
"Obermumpf","315.2","2015",
"Neudorf","316.4","2015",
"Otelfingen","317.5","2010",
"Bussigny-près-Lausanne","317.5","2012",
"Hünenberg","318.1","2015",
"Estavannens","318.6","2010",
"Sevgein","318.8","2015",
"Sevgein","318.8","2015",
"Uster","319.8","2013",
"Sihlbrugg","320.2","2015",
"Villars-le-Terroir","320.3","2013",
"Villars-le-Terroir","320.3","2013",
"Gelfingen","321.6","2009",
"Granges-Près-Marnand","321.8","2011",
"Les Acacias","322.2","2010",
"Benken","322.5","2015",
"Henniez","32012.13",
"Ruswil","325.5","2010",
"Steckborn","325.5","2016",
"Niederglatt","325.7","2017",
"Küssnacht am Rigi","326.4","2014",
"Märstetten","326.9","2015",
"Hohenrain","327.5","2015",
"Grancia","330.5","2013",
"Hüswil","332.3","2012",
"Kägiswil","332.5","2012",
"Bronschhofen","333.8","2012",
"Wängi","334.6","2015",
"Erlenbach","335.7","2013",
"Opfershofen","32006.14",
"Murist","336.9","2012",
"Ettingen","337.4","2011",
"Maienfeld","337.4","2010",
"Malters","340.2","2017",
"Luzern","340.6","2015",
"Wiedlisbach","341.9","2013",
"Bargen","32010.10",
"Gals","342.8","2010",
"Goldach","343.8","2011",
"Grosswangen","32007.15",
"Susten","345.1","2017",
"Büsserach","345.3","2010",
"Rohrbach","346.3","2013",
"La Rippe","346.3","2016",
"Buttisholz","346.8","2015",
"Le Noirmont","347.5","2013",
"Zezikon","347.7","2009",
"Mörschwil","348.9","2011",
"Tägerwilen","349.1","2011",
"Hinwil","32012.12",
"Remetschwil","352.3","2011",
"Zizers","353.5","2010",
"Basel","355.5","2010",
"Dietikon","356.4","2010",
"Lenggenwil","357.3","2015",
"Dänikon","358.5","2012",
"Lausanne","359.1","2013",
"Liestal","359.2","2011",
"Klingnau","359.3","2015",
"Satigny","32012.11",
"Merenschwand","361.9","2016",
"Turtmann","362.8","2013",
"Wattwil","32002.15",
"Knonau","366.1","2009",
"Wiesendangen","366.5","2009",
"Laupersdorf","367.2","2011",
"Knutwil","369.2","2015",
"Worb SBB","369.6","2010",
"Hofstatt","369.6","2016",
"Wallisellen","370.1","2011",
"Elsau","370.2","2013",
"Beromünster","370.5","2010",
"Volketswil","372.1","2013",
"Herdern","32009.17",
"Dagmersellen","32008.12",
"Buttisholz","374.6","2011",
"Uetendorf","374.9","2015",
"Vaux-sur-Morges","32012.12",
"Ernetschwil","375.7","2012",
"Altishofen","376.2","2013",
"Bischofszell","376.2","2015",
"Prez-vers-Noréaz","32009.12",
"Laupersdorf","378.7","2012",
"Aarwangen","380.2","2011",
"Selzach","380.5","2015",
"Neuenkirch","380.9","2014",
"Wattwil","383.8","2015",
"Steg","383.8","2011",
"Roggwil","386.1","2014",
"Merenschwand","386.2","2016",
"Roggwil","32008.15",
"Schleitheim","387.5","2015",
"Cressier","391.1","2015",
"Langenthal","392.5","2010",
"Langenthal","392.5","2010",
"Essertines-sur-Yverdon","393.4","2013",
"Essertines-sur-Yverdon","393.4","2013",
"Agasul","395.6","2017",
"Bonaduz","396.3","2014",
"Deitingen","396.9","2012",
"Birsfelden","397.3","2013",
"Neudorf","398.8","2015",
"Kleinwangen","398.8","2015",
"Alpnach Dorf","401.8","2013",
"Thun","401.8","2011",
"Domat/Ems","401.9","2012",
"Bettwil","404.3","2012",
"Appenzell","42012.12",
"Zug","408.5","2012",
"Payerne","409.9","2016",
"Dürrenroth","410.1","2015",
"Wileroltigen","410.8","2013",
"Reichenbach","411.2","2008",
"Winden","411.5","2013",
"Satigny","42012.11",
"Gossau","415.4","2008",
"Lustdorf","415.5","2015",
"Knonau","416.9","2016",
"Thun","417.6","2011",
"Sommentier","420.7","2012",
"Uetendorf","422.7","2011",
"Ittigen","428.6","2010",
"Valangin","429.5","2016",
"Salavaux","430.8","2013",
"Martigny","432.1","2011",
"Noréaz","42012.11",
"Saignelegier","435.6","2012",
"Niederbipp","436.3","2013",
"Ruswil","436.4","2012",
"Gondiswil","437.5","2012",
"Konolfingen","438.7","2014",
"Studen","444.9","2013",
"Deitingen","445.3","2010",
"Rossens","446.8","2013",
"Walperswil","447.5","2011",
"Benken","42011.13",
"Muttenz","42012.10",
"Gwatt","452.4","2013",
"Dietlikon","452.4","2015",
"Gollion","453.2","2016",
"Sarnen","458.6","2017",
"Münchenbuchsee","42004.14",
"Hünenberg","462.6","2011",
"Buchs","463.6","2015",
"Rifferswil","470.1","2016",
"Porrentruy","42003.16",
"Charmoille","476.4","2012",
"Wängi","477.8","2012",
"Chur","480.7","2013",
"Sursee","485.3","2016",
"Horn","487.2","2015",
"Waldstatt","495.5","2012",
"Schleitheim","496.2","2013",
"Donatyre","496.9","2012",
"Semsales","497.3","2016",
"Busswil b. Büren","498.4","2016",
"Kägiswil","499.3","2013",
"Hittnau","509.8","2015",
"Heerbrugg","511.8","2012",
"Herrliberg","514.8","2017",
"Attikon","52009.12",
"Chavornay","523.6","2014",
"Gümmenen","523.7","2013",
"Zürich","524.3","2013",
"Olten","526.3","2014",
"Vilters","526.7","2016",
"Le Mont-sur-Lausanne","526.8","2012",
"Le Mont-sur-Lausanne","526.8","2012",
"Vernier","529.4","2015",
"Andwil","530.6","2014",
"Birmensdorf","52003.17",
"Niedergösgen","531.7","2016",
"St.Margrethen","532.4","2011",
"Etzelkofen","532.6","2011",
"Düdingen","535.5","2013",
"Eschlikon","539.2","2013",
"Egliswil","545.7","2015",
"Vinzel","545.7","2011",
"Altbüron","52012.11",
"Palézieux-Village","552.6","2013",
"Ecublens","554.9","2009",
"Obergerlafingen","555.6","2011",
"Montfaucon","560.7","2012",
"Illhart","566.1","2017",
"Stans","52004.10",
"Trimmis","567.3","2013",
"Vuisternens-en-Ogoz","568.3","2011",
"Colombey-Muraz","52009.16",
"Kirchberg","52009.15",
"Ecublens","572.9","2009",
"Neuendorf","574.1","2013",
"Knonau","578.3","2011",
"Büron","579.8","2012",
"Ramsei","585.3","2012",
"Huttwil","586.6","2013",
"Sursee","589.6","2016",
"Estavayer-le-Gibloux","591.3","2010",
"Gossau","593.7","2011",
"Thônex","594.4","2013",
"Agiez","594.8","2011",
"Rohrbach","598.6","2013",
"Belmont-s-Lausanne","52012.12",
"Wängi","599.3","2010",
"Champagne","602.7","2017",
"Givisiez","603.7","2015",
"Alpnach Dorf","62006.13",
"Tägertschi","611.3","2013",
"Sion","62009.12",
"Emmenmatt","618.8","2013",
"Aarberg","62003.16",
"Luzern","628.5","2012",
"Hasle-Rüegsau","629.7","2011",
"Gossau","62012.11",
"Langenthal","630.2","2015",
"Wangen an der Aare","638.4","2012",
"Baar","644.3","2012",
"Härkingen","646.4","2014",
"Zeglingen","648.2","2012",
"Basel","62012.13",
"Meyrin","62012.09",
"Wittenbach","655.9","2014",
"Gwatt","661.8","2015",
"Kirchberg","62003.16",
"Niederbipp","672.9","2013",
"Maienfeld","62009.16",
"Dielsdorf","62009.16",
"Frauenfeld","687.6","2013",
"Sachseln","692.2","2017",
"Müstair","699.3","2012",
"Nottwil","702.3","2016",
"Domat/Ems","707.9","2011",
"Le Lignon","712.3","2009",
"Emmenbrücke","714.7","2017",
"Hohentannen","716.2","2012",
"Grabs","717.8","2011",
"Luzern","723.1","2009",
"Schötz","726.1","2011",
"Erlen","733.7","2016",
"Spreitenbach","736.6","2012",
"Ruswil","738.3","2016",
"Zizers","72012.13",
"St-Légier-La Chiésaz","757.5","2010",
"Romanshorn","764.5","2012",
"Orbe","766.4","2013",
"Homburg","766.9","2013",
"Landquart","770.1","2015",
"Delémont","773.3","2016",
"Hatswil","778.2","2012",
"Frauenfeld","796.8","2016",
"Münchenstein","805.5","2013",
"Sempach","814.6","2015",
"Fontaines","815.6","2015",
"Avenches","829.9","2016",
"Ebnat-Kappel","835.8","2013",
"Rothenburg","848.9","2010",
"Stansstad","856.9","2013",
"Stansstad","856.9","2013",
"Sierre","857.4","2011",
"Nyon","857.5","2016",
"Hemishofen","859.3","2012",
"Tägerig","82003.16",
"Belmont","866.2","2016",
"Rohrbach","82012.11",
"Rohrbach","82012.11",
"Ufhusen","872.1","2014",
"Vaulruz","879.3","2016",
"Oberwil","899.3","2011",
"Härkingen","913.1","2014",
"Etoy","915.2","2016",
"Wildegg","916.1","2015",
"Illhart","917.4","2016",
"Stabio","947.1","2013",
"Wittnau","972.9","2013",
"Luthern","976.5","2012",
"Pratteln","976.8","2013",
"Villmergen","980.7","2013",
"Mex","1001.6","2012",
"Saxon","1002.9","2011",
"Wangen bei Olten","1009.8","2013",
"Châtel-St-Denis","1015.0","2011",
"Muri","1025.5","2014",
"Allaman","1041.1","2015",
"Urdorf","1075.9","2015",
"Spreitenbach","1081.1","2011",
"Schüpbach","1081.1","2015",
"Saxon","1091.6","2013",
"Horw","1096.7","2016",
"Stans","1136.2","2016",
"Neuendorf","1138.2","2013",
"Hergiswil","1144.0","2011",
"Chur","1175.2","2012",
"Amlikon-Bissegg","1196.2","2011",
"Wattwil","1212.3","2010",
"Wolfwil","1213.4","2015",
"Daillens","1228.0","2013",
"Wil","1234.6","2012",
"Rüdtligen","1260.6","2015",
"Domdidier","1302.2","2015",
"Payerne","1421.9","2016",
"Zürich Mülligen","1470.0","2012",
"Rothenburg","1508.0","2015",
"Bioggio","1541.1","2009",
"Worb","1566.3","2012",
"Vernier","1568.0","2012",
"Alle","1685.1","2012",
"Basel","1706.9","2011",
"Evionnaz","2025.6","2012",
"Rheinfelden","2064.6","2013",
"Biel","2105.0","2015",
"Landquart","2126.8","2015",
"Ecublens","2222.5","2010",
"Frauenfeld","2343.5","2015",
"Neuendorf","2418.8","2013",
"Yvonand","2533.1","2016",
"Kaiseraugst","2993.6","2009",
"Neuendorf","3620.0","2013",
"Zuchwil","5762.1","2015",
"Onnens","8303.2","2016"
